Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
Closed Captioning,Closed Captioning,2,0,2,0,0,0,9061,2,5,1,0.035092
Appropriate Technology,Appropriate Technology,2,0,2,0,0,0,8046,1,31,0,0.02031
Memristor,Memristor,2,0,2,0,0,0,8936,7,15,1,0.01692
Framework Programmes For Research And Technological Development,Framework Programmes For Research And Technological Development,2,0,2,0,0,0,6641,7,8,0,0.010599
Thermal Printer,Thermal Printer,3,0,3,0,0,0,1353,6,29,0,0.034114
Computer Program,Computer Program,9,0,9,0,0,0,1379,6,40,0.25,0.146519
Apexc,Apexc,2,0,2,0,0,0,7967,7,29,0,0.00807
Telephone Exchange,Telephone Exchange,2,0,2,0,0,0,7138,7,29,0,0.00807
Al-Zarqali,Al-Zarqali,2,0,2,0,0,0,7957,7,29,0,0.00807
History Of Computer Hardware,History Of Computer Hardware,1,771,772,0.335601,4636.334558,0,9252,7,29,0.001273,0.007841
Wikipedia,Wikipedia,2,0,2,0,0,0,471,1,31,0.5,0.03067
Arm Cortex-M,Arm Cortex-M,2,0,2,0,0,0,8044,7,15,0,0.011404
United States Government Publishing Office,United States Government Publishing Office,3,0,3,0,0,0,7119,0,29,0,0.017595
Mathematical Optimization,Mathematical Optimization,2,0,2,0,0,0,752,7,8,1,0.028796
Square Root,Square Root,3,0,3,0,0,0,7154,7,29,0.333333,0.020502
Robert Noyce,Robert Noyce,4,0,4,0,0,0,2003,7,29,0.5,0.061641
Transistor Computer,Transistor Computer,6,0,6,0,0,0,818,7,29,0.4,0.055461
Timeline Of Computing,Timeline Of Computing,4,0,4,0,0,0,1988,7,29,0.333333,0.023216
Time Sharing Option,Time Sharing Option,2,0,2,0,0,0,820,7,3,0.5,0.006857
Midnight Movie,Midnight Movie,2,0,2,0,0,0,2342,1,31,1,0.014162
John Wilbanks,John Wilbanks,2,0,2,0,0,0,961,1,31,0.5,0.020262
An/Fsq-8 Combat Control Central,An/Fsq-8 Combat Control Central,4,0,4,0,0,0,7968,7,29,0.666667,0.04247
"San Mateo, California","San Mateo, California",2,0,2,0,0,0,2319,2,31,0,0.030718
Jeff Bezos,Jeff Bezos,2,0,2,0,0,0,9049,2,5,1,0.035092
Helmut Hölzer,Helmut Hölzer,2,0,2,0,0,0,7755,7,29,0,0.00807
Ishango Bone,Ishango Bone,2,0,2,0,0,0,7709,7,29,0,0.00807
Transaction Processing,Transaction Processing,2,0,2,0,0,0,835,7,3,0,0.030731
Naïve Art,Naïve Art,3,0,3,0,0,0,2336,1,31,0.333333,0.019271
Vannevar Bush,Vannevar Bush,3,0,3,0,0,0,7116,7,29,0,0.016876
Simon Sze,Simon Sze,2,0,2,0,0,0,7159,7,29,0,0.00807
Scrivener (Software),Scrivener (Software),2,0,2,0,0,0,1763,2,5,0,0.006861
Mlb.Tv,Mlb.Tv,2,0,2,0,0,0,9046,2,5,1,0.035092
Raf Bomber Command,Raf Bomber Command,2,0,2,0,0,0,7204,7,29,0,0.00807
Noggin (Brand),Noggin (Brand),2,0,2,0,0,0,9039,2,5,1,0.035092
Ibm 7030 Stretch,Ibm 7030 Stretch,2,0,2,0,0,0,7723,7,29,0,0.00807
Ramon Llull,Ramon Llull,2,0,2,0,0,0,7202,7,29,0,0.00807
Electrochemical Society,Electrochemical Society,3,0,3,0,0,0,7823,7,29,0.5,0.01441
Nonvolatile Bios Memory,Nonvolatile Bios Memory,4,0,4,0,0,0,2030,7,29,0.666667,0.025319
Manchester Mark 1,Manchester Mark 1,2,0,2,0,0,0,7663,7,29,0,0.00807
Object File,Object File,2,0,2,0,0,0,9184,7,15,0,0.034606
Grid Computing,Grid Computing,2,0,2,0,0,0,8216,7,15,0,0.038127
Ibm 702,Ibm 702,4,0,4,0,0,0,1747,7,29,0.666667,0.04247
Global Wrestling Network,Global Wrestling Network,2,0,2,0,0,0,9055,2,5,1,0.035092
Dagstuhl,Dagstuhl,2,0,2,0,0,0,7855,7,29,0,0.00807
Registered User,Registered User,2,0,2,0,0,0,1082,2,5,1,0.035092
Open-Door Academic Policy,Open-Door Academic Policy,2,0,2,0,0,0,941,1,31,0.5,0.020262
Cyberbullying,Cyberbullying,2,0,2,0,0,0,8919,2,5,0.5,0.029696
The Open Definition,The Open Definition,2,0,2,0,0,0,855,1,31,0.5,0.020262
Mos:Prose,Mos:Prose,2,0,2,0,0,0,9044,7,5,0,0.012693
Digital Marketing,Digital Marketing,2,0,2,0,0,0,9100,7,8,1,0.028796
Sri Lanka,Sri Lanka,7,0,7,0,0,0,240,0,17,0.452381,0.074156
Infoworld,Infoworld,11,0,11,0,0,0,966,7,33,0.127273,0.130773
Tabulating Machine,Tabulating Machine,2,0,2,0,0,0,7142,7,29,0,0.00807
Human Resources,Human Resources,3,0,3,0,0,0,9051,7,5,0.166667,0.048573
Arc (Processor),Arc (Processor),2,0,2,0,0,0,8045,7,15,0,0.011404
Timeline Of Computing 2010–2019,Timeline Of Computing 2010–2019,4,0,4,0,0,0,1983,7,29,0.333333,0.023216
Digital Visual Interface,Digital Visual Interface,4,0,4,0,0,0,7293,7,29,0.666667,0.025319
History Of Personal Computers,History Of Personal Computers,7,0,7,0,0,0,2231,7,29,0.309524,0.104153
Self-Publishing,Self-Publishing,2,0,2,0,0,0,2318,1,31,1,0.014162
Ibm System/360 Model 91,Ibm System/360 Model 91,2,0,2,0,0,0,8105,7,3,0.5,0.008611
History Of Cloud Computing,History Of Cloud Computing,4,0,4,0,0,0,7749,7,29,0.333333,0.023216
September 11 Attacks,September 11 Attacks,2,0,2,0,0,0,1075,2,5,1,0.035092
Tv Guide,Tv Guide,2,0,2,0,0,0,6946,2,5,0,0.005155
Frederic Charles Dreyer,Frederic Charles Dreyer,2,0,2,0,0,0,7788,7,29,0,0.00807
Syntax Highlighting,Syntax Highlighting,2,0,2,0,0,0,675,7,8,0.5,0.020078
Open Innovation,Open Innovation,2,0,2,0,0,0,909,1,31,0.5,0.020262
Bravo (American Tv Network),Bravo (American Tv Network),2,0,2,0,0,0,6963,2,5,0.5,0.028627
Free Beer,Free Beer,2,0,2,0,0,0,997,1,31,0.5,0.020262
Babylonia,Babylonia,3,0,3,0,0,0,1881,0,29,0,0.011388
Byte,Byte,14,0,14,0,0,0,1972,7,37,0.054945,0.079891
Arthur Pollen,Arthur Pollen,2,0,2,0,0,0,7935,7,29,0,0.00807
Raydac,Raydac,4,0,4,0,0,0,1710,7,29,0.666667,0.04247
Decimal Computer,Decimal Computer,3,0,3,0,0,0,7849,7,29,0.5,0.01441
Iowa State University,Iowa State University,2,0,2,0,0,0,7710,7,29,0,0.00807
Penguin Books,Penguin Books,5,0,5,0,0,0,7618,7,36,0.1,0.041928
Expression (Mathematics),Expression (Mathematics),3,0,3,0,0,0,7808,7,29,0.333333,0.023596
Floating-Gate Mosfet,Floating-Gate Mosfet,4,0,4,0,0,0,7792,7,29,0.166667,0.02499
Logic In Computer Science,Logic In Computer Science,3,0,3,0,0,0,754,7,8,0.5,0.035649
Manchester Computers,Manchester Computers,2,0,2,0,0,0,7662,7,29,0,0.00807
Avr Microcontroller,Avr Microcontroller,2,0,2,0,0,0,8043,7,28,0,0.006243
In-Circuit Emulation,In-Circuit Emulation,2,0,2,0,0,0,1365,6,28,0,0.030596
Ed Pegg Jr.,Ed Pegg Jr.,2,0,2,0,0,0,7827,7,29,0,0.00807
Ibm 2741,Ibm 2741,2,0,2,0,0,0,1752,7,3,1,0.032244
Liquid Galaxy,Liquid Galaxy,2,0,2,0,0,0,8111,7,3,0,0.038483
John Backus,John Backus,3,0,3,0,0,0,7697,7,29,0.333333,0.019969
Mit License,Mit License,2,0,2,0,0,0,950,7,31,0,0.019354
Content-Addressable Memory,Content-Addressable Memory,3,0,3,0,0,0,7870,7,29,0,0.018137
Open Government,Open Government,2,0,2,0,0,0,910,1,31,0.5,0.020262
Plankalkül,Plankalkül,1,28,29,0.241515,92.892461,0,9252,7,37,0.022167,0.007841
Solid-State Hybrid Drive,Solid-State Hybrid Drive,5,0,5,0,0,0,1995,7,29,0.4,0.035387
Intel 4004,Intel 4004,7,0,7,0,0,0,7230,7,37,0.452381,0.09158
Semiconductor Memory,Semiconductor Memory,5,0,5,0,0,0,2001,7,29,0.25,0.033284
Ferranti,Ferranti,3,0,3,0,0,0,7456,7,29,0,0.012798
Cryptologist,Cryptologist,2,0,2,0,0,0,7862,7,29,0,0.00807
Military Intelligence,Military Intelligence,2,0,2,0,0,0,7644,7,29,0,0.00807
Homebrewing,Homebrewing,2,0,2,0,0,0,2369,1,31,1,0.014162
Castle Clock,Castle Clock,2,0,2,0,0,0,7884,7,29,0,0.00807
Fox Broadcasting Company,Fox Broadcasting Company,3,0,3,0,0,0,6958,2,5,0.666667,0.037135
"National Physical Laboratory, Uk","National Physical Laboratory, Uk",2,0,2,0,0,0,7636,7,29,0,0.00807
George Stibitz,George Stibitz,2,0,2,0,0,0,7780,7,29,0,0.00807
Royal Dutch Shell,Royal Dutch Shell,2,0,2,0,0,0,7192,7,29,0,0.00807
Illiac Ii,Illiac Ii,4,0,4,0,0,0,1738,7,29,0.666667,0.04247
Gif,Gif,3,0,3,0,0,0,6499,2,31,0.333333,0.033783
Morgan Kaufmann,Morgan Kaufmann,3,0,3,0,0,0,7638,7,29,0.333333,0.023596
Vax-11,Vax-11,5,0,5,0,0,0,775,7,3,0.05,0.021894
Indie Role-Playing Game,Indie Role-Playing Game,2,0,2,0,0,0,2355,1,31,1,0.014162
Child Protection,Child Protection,2,0,2,0,0,0,8360,0,2,0,0.029462
Leon,Leon,2,0,2,0,0,0,958,1,31,0,0.023029
William Oughtred,William Oughtred,2,0,2,0,0,0,7107,7,29,0,0.00807
Curiosity Stream,Curiosity Stream,2,0,2,0,0,0,9060,2,5,1,0.035092
Lewis Fry Richardson,Lewis Fry Richardson,2,0,2,0,0,0,7675,7,29,0,0.00807
Docker (Software),Docker (Software),2,0,2,0,0,0,1007,7,31,0,0.019354
Hbo Max,Hbo Max,2,0,2,0,0,0,1937,2,5,0,0.004214
Analysis Of Algorithms,Analysis Of Algorithms,2,0,2,0,0,0,9129,7,8,1,0.028796
General Comprehensive Operating System,General Comprehensive Operating System,2,0,2,0,0,0,8218,7,3,0,0.030731
Ibm System/3,Ibm System/3,2,0,2,0,0,0,7561,7,3,0,0.007363
Heath Robinson (Codebreaking Machine),Heath Robinson (Codebreaking Machine),2,0,2,0,0,0,7757,7,29,0,0.00807
Open Patent,Open Patent,2,0,2,0,0,0,906,1,31,0.5,0.020262
History Of Computer Hardware In Yugoslavia,History Of Computer Hardware In Yugoslavia,4,0,4,0,0,0,7745,7,29,0.333333,0.023216
Stanislaw Ulam,Stanislaw Ulam,2,0,2,0,0,0,7151,7,29,0,0.00807
Alban William Housego Phillips,Alban William Housego Phillips,2,0,2,0,0,0,7954,7,29,0,0.00807
Fortune (Magazine),Fortune (Magazine),2,0,2,0,0,0,9057,2,5,1,0.035092
Showtime (Tv Network),Showtime (Tv Network),2,0,2,0,0,0,6947,2,5,0.5,0.028627
Mathematical Analysis,Mathematical Analysis,2,0,2,0,0,0,753,7,8,1,0.028796
Facom 201,Facom 201,4,0,4,0,0,0,7805,7,29,0.666667,0.04247
Normandy Landings,Normandy Landings,2,0,2,0,0,0,7629,7,29,0,0.00807
Information Theory,Information Theory,2,0,2,0,0,0,9086,7,8,1,0.028796
James Thomson (Engineer),James Thomson (Engineer),2,0,2,0,0,0,7700,7,29,0,0.00807
Software Quality,Software Quality,3,0,3,0,0,0,682,7,8,0.5,0.053335
Napier'S Bones,Napier'S Bones,2,0,2,0,0,0,7637,7,29,0,0.00807
J. Presper Eckert,J. Presper Eckert,2,0,2,0,0,0,7705,7,29,0,0.00807
Digital Rights,Digital Rights,2,0,2,0,0,0,4374,1,31,1,0.039509
Starz,Starz,2,0,2,0,0,0,1072,2,5,1,0.035092
The Roku Channel,The Roku Channel,2,0,2,0,0,0,1060,2,5,1,0.035092
Victoria University Of Manchester,Victoria University Of Manchester,2,0,2,0,0,0,7114,7,29,0,0.00807
Reinforcement Learning,Reinforcement Learning,2,0,2,0,0,0,700,7,8,1,0.028796
Harwell Cadet,Harwell Cadet,2,0,2,0,0,0,7758,7,29,0,0.00807
Open Research,Open Research,3,0,3,0,0,0,272,1,31,0.5,0.08441
Mars (Computer),Mars (Computer),4,0,4,0,0,0,1719,7,29,0.666667,0.04247
Commodification,Commodification,2,0,2,0,0,0,4527,1,31,0,0.027467
Pushdown Automaton,Pushdown Automaton,2,0,2,0,0,0,7210,7,29,0,0.00807
Sperry Rand Corporation,Sperry Rand Corporation,4,0,4,0,0,0,1701,7,29,0.666667,0.04247
Albuquerque,Albuquerque,2,0,2,0,0,0,1955,2,5,0,0.01068
Turing-Complete,Turing-Complete,3,0,3,0,0,0,7126,7,29,0,0.009761
Digital Revolution,Digital Revolution,2,0,2,0,0,0,6500,7,31,0,0.015986
Magna Graecia,Magna Graecia,2,0,2,0,0,0,2347,0,31,0,0.005826
Bletchley Park,Bletchley Park,3,0,3,0,0,0,7536,7,29,0,0.018873
Domain Name,Domain Name,2,0,2,0,0,0,1006,1,5,0,0.024684
Probability,Probability,2,0,2,0,0,0,715,7,8,1,0.028796
Program Loop,Program Loop,2,0,2,0,0,0,7212,7,29,0,0.00807
Punched Card,Punched Card,5,0,5,0,0,0,828,7,29,0.25,0.050382
John Von Neumann,John Von Neumann,3,0,3,0,0,0,1923,8,29,0,0.045033
Picturebox Films,Picturebox Films,2,0,2,0,0,0,9035,2,5,1,0.035092
Pci Express,Pci Express,4,0,4,0,0,0,8907,7,15,0.166667,0.064582
Qubit,Qubit,2,0,2,0,0,0,7206,7,29,0,0.00807
2020 United States Presidential Election,2020 United States Presidential Election,2,0,2,0,0,0,1962,2,5,0,0.028755
Electronic Design Automation,Electronic Design Automation,4,0,4,0,0,0,7558,7,8,0.25,0.037746
Networking Hardware,Networking Hardware,3,0,3,0,0,0,735,7,8,0.333333,0.040696
Hgtv,Hgtv,2,0,2,0,0,0,8021,1,5,0,0.012643
Actuator,Actuator,2,0,2,0,0,0,6228,7,28,0,0.012185
Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,2,0,2,0,0,0,9042,2,5,1,0.035092
Mersenne Prime,Mersenne Prime,2,0,2,0,0,0,7648,7,29,0,0.00807
Mosfet Scaling,Mosfet Scaling,3,0,3,0,0,0,7668,7,29,0.5,0.01441
World Scientific,World Scientific,3,0,3,0,0,0,1758,7,29,0.5,0.01441
Numerical Control,Numerical Control,2,0,2,0,0,0,7628,7,29,0,0.00807
Database,Database,7,0,7,0,0,0,8222,7,8,0.166667,0.114459
Jacquard Loom,Jacquard Loom,2,0,2,0,0,0,7701,7,29,0,0.00807
Software Engineering,Software Engineering,2,0,2,0,0,0,684,7,8,1,0.028796
Cdc 7600,Cdc 7600,2,0,2,0,0,0,7892,7,29,0,0.00807
Charles Sanders Peirce,Charles Sanders Peirce,2,0,2,0,0,0,7880,7,29,0,0.00807
Graffiti,Graffiti,2,0,2,0,0,0,6498,0,31,0,0.005778
Glossary Of Computer Science,Glossary Of Computer Science,4,0,4,0,0,0,7777,7,29,0.333333,0.023216
Timeline Of Computing 1950–1979,Timeline Of Computing 1950–1979,4,0,4,0,0,0,1987,7,29,0.333333,0.023216
Intel 8085,Intel 8085,5,0,5,0,0,0,7232,7,39,0.1,0.026932
Computer Accessibility,Computer Accessibility,2,0,2,0,0,0,9114,7,8,1,0.028796
Svs (Computer),Svs (Computer),4,0,4,0,0,0,1705,7,29,0.666667,0.04247
Cern Httpd,Cern Httpd,2,0,2,0,0,0,7890,7,29,0,0.00807
Open-Source Record Label,Open-Source Record Label,3,0,3,0,0,0,936,1,31,0.333333,0.030338
Bochs,Bochs,2,0,2,0,0,0,7571,7,3,0,0.004869
Z/Vm,Z/Vm,4,0,4,0,0,0,812,7,3,0.166667,0.037114
Open Publishing,Open Publishing,2,0,2,0,0,0,905,1,31,0.5,0.020262
Open-Source Architecture,Open-Source Architecture,2,0,2,0,0,0,940,1,31,0.5,0.020262
Siemens,Siemens,3,0,3,0,0,0,1455,0,15,0,0.036604
Musasino-1,Musasino-1,4,0,4,0,0,0,1723,7,29,0.666667,0.04247
Real Estate,Real Estate,2,0,2,0,0,0,1910,2,31,0,0.025504
Diogenes,Diogenes,2,0,2,0,0,0,8023,0,31,0,0.005826
Cromemco,Cromemco,4,0,4,0,0,0,7863,7,29,0,0.021302
Natural Language Processing,Natural Language Processing,3,0,3,0,0,0,275,7,8,0.333333,0.092944
Document Management System,Document Management System,2,0,2,0,0,0,9097,7,8,1,0.028796
Time 100,Time 100,2,0,2,0,0,0,1905,2,5,0,0.004214
Arithmetic Logic Unit,Arithmetic Logic Unit,7,0,7,0,0,0,7938,7,37,0.071429,0.035958
Flops,Flops,4,0,4,0,0,0,7804,7,29,0.25,0.039191
Kibibyte,Kibibyte,7,0,7,0,0,0,7439,7,28,0.119048,0.046871
Real-Time Computing,Real-Time Computing,3,0,3,0,0,0,702,7,8,0.333333,0.030488
Disk Pack,Disk Pack,7,0,7,0,0,0,7292,7,29,0.238095,0.050585
Bruce Sterling,Bruce Sterling,2,0,2,0,0,0,1950,2,5,0,0.006723
Formal Method,Formal Method,3,0,3,0,0,0,660,7,8,0.5,0.053335
Finger-Counting,Finger-Counting,2,0,2,0,0,0,7797,7,29,0,0.00807
Z2 (Computer),Z2 (Computer),2,0,2,0,0,0,7101,7,29,0,0.00807
Tom Van Vleck,Tom Van Vleck,2,0,2,0,0,0,836,7,3,0,0.030731
Bsd License,Bsd License,4,0,4,0,0,0,846,7,31,0.166667,0.04954
Power Supply Unit (Computer),Power Supply Unit (Computer),9,0,9,0,0,0,570,7,39,0.25,0.092307
Remote Digital Terminal,Remote Digital Terminal,2,0,2,0,0,0,7198,7,29,0,0.00807
Essay,Essay,3,0,3,0,0,0,323,1,31,0.333333,0.073343
Quantum Error Correction,Quantum Error Correction,2,0,2,0,0,0,7208,7,29,0,0.00807
Jack Howlett,Jack Howlett,2,0,2,0,0,0,7703,7,29,0,0.00807
Su Song,Su Song,2,0,2,0,0,0,7147,7,29,0,0.00807
David Reynolds (English Historian),David Reynolds (English Historian),2,0,2,0,0,0,7852,7,29,0,0.00807
